"vacc_type","Subgroup","z.yr","n_uv","event_uv","n_vacc","event_vacc"
"AZ","18-64",1,679814,16,679811,9
"AZ","18-64",2,582567,7,582567,2
"AZ","18-64",3,521513,13,521519,5
"AZ","18-64",4,478981,12,478991,7
"AZ","18-64",5,447866,11,447879,8
"AZ","18-64",6,424603,6,424617,4
"AZ","18-64",7,405631,4,405646,4
"AZ","18-64",8,389157,6,389171,2
"AZ","18-64",9,376091,7,376107,5
"AZ","18-64",10,365637,5,365649,9
"AZ","18-64",11,356496,7,356503,1
"AZ","18-64",12,348032,3,348044,3
"AZ","18-64",13,340854,7,340862,6
"AZ","18-64",14,334439,2,334440,6
"AZ","18-64",15,328689,5,328685,5
"AZ","18-64",16,323934,2,323931,8
"AZ","18-64",17,319918,3,319905,3
"AZ","18-64",18,316515,2,316502,6
"AZ","18-64",19,313330,5,313307,4
"AZ","18-64",20,310468,2,310447,6
"AZ","18-64",21,307850,3,307822,1
"AZ","18-64",22,305709,3,305679,2
"AZ","18-64",23,303840,8,303810,3
"AZ","18-64",24,302284,6,302259,1
"AZ","18-64",25,301121,3,301101,1
"AZ","18-64",26,300042,1,300025,0
"AZ","18-64",27,299175,4,299154,1
"AZ","18-64",28,298473,2,298449,1
"AZ","18-64",29,297629,3,297603,0
"AZ","18-64",30,297116,4,297089,1
"AZ","18-64",31,296626,3,296592,1
"AZ","18-64",32,295905,3,295873,2
"AZ","18-64",33,295235,3,295199,1
"AZ","18-64",34,294545,8,294506,1
"AZ","18-64",35,293902,2,293873,1
"AZ","18-64",36,293206,2,293172,6
"AZ","18-64",37,292758,1,292716,1
"AZ","18-64",38,292304,2,292262,0
"AZ","18-64",39,291880,2,291836,1
"AZ","18-64",40,291525,1,291477,3
"AZ","18-64",41,291170,3,291117,1
"AZ","18-64",42,290808,2,290753,2
"AZ","18-64",43,290208,1,290152,0
"AZ","18-64",44,289887,0,289828,1
"AZ","18-64",45,289532,1,289472,1
"AZ","18-64",46,288817,3,288753,1
"AZ","18-64",47,288261,2,288190,0
"AZ","18-64",48,287687,2,287617,0
"AZ","18-64",49,286958,2,286890,0
"AZ","18-64",50,285787,1,285718,0
"AZ","18-64",51,284834,1,284761,0
"AZ","18-64",52,284006,1,283936,1
"AZ","18-64",53,283040,1,282970,2
"AZ","18-64",54,279785,1,279708,1
"AZ","18-64",55,277206,1,277126,0
"AZ","18-64",56,273947,1,273866,3
"AZ","18-64",57,268155,4,268071,0
"AZ","18-64",58,264833,0,264752,1
"AZ","18-64",59,261796,0,261708,1
"AZ","18-64",60,259550,2,259451,2
"AZ","18-64",61,256784,0,256679,0
"AZ","18-64",62,253613,2,253505,0
"AZ","18-64",63,249544,5,249431,0
"AZ","18-64",64,241850,2,241739,1
"AZ","18-64",65,235834,0,235725,1
"AZ","18-64",66,230326,0,230208,0
"AZ","18-64",67,224345,1,224216,2
"AZ","18-64",68,217373,1,217238,1
"AZ","18-64",69,209796,0,209656,0
"AZ","18-64",70,198024,1,197878,2
"AZ","18-64",71,173863,1,173703,6
"AZ","18-64",72,161357,0,161181,0
"AZ","18-64",73,152616,0,152433,0
"AZ","18-64",74,142896,1,142702,0
"AZ","18-64",75,131744,0,131535,0
"AZ","18-64",76,119966,1,119751,1
"AZ","18-64",77,104945,0,104706,0
"AZ","18-64",78,83105,2,82851,3
"AZ","18-64",79,69207,0,68938,0
"AZ","18-64",80,60601,0,60319,1
"AZ","18-64",81,54689,0,54399,1
"AZ","18-64",82,49167,0,48865,1
"AZ","18-64",83,44720,0,44414,1
"AZ","18-64",84,40680,1,40374,0
"AZ","18-64",85,31580,0,31265,0
"AZ","18-64",86,28025,0,27709,0
"AZ","18-64",87,25932,0,25615,1
"AZ","18-64",88,24175,0,23853,0
"AZ","18-64",89,22610,0,22289,0
"AZ","18-64",90,21128,1,20806,0
"PB","18-64",1,539244,7,539244,2
"PB","18-64",2,487900,10,487905,2
"PB","18-64",3,453399,4,453410,1
"PB","18-64",4,426577,9,426590,2
"PB","18-64",5,406210,10,406232,1
"PB","18-64",6,390026,7,390058,2
"PB","18-64",7,376266,7,376302,6
"PB","18-64",8,363749,7,363787,5
"PB","18-64",9,353919,8,353958,2
"PB","18-64",10,346085,13,346131,6
"PB","18-64",11,339623,2,339678,8
"PB","18-64",12,334177,10,334226,7
"PB","18-64",13,329532,7,329584,4
"PB","18-64",14,325488,5,325547,6
"PB","18-64",15,321872,6,321928,1
"PB","18-64",16,318914,4,318974,2
"PB","18-64",17,316539,10,316599,4
"PB","18-64",18,314417,8,314484,1
"PB","18-64",19,312658,3,312731,4
"PB","18-64",20,311222,8,311294,1
"PB","18-64",21,309925,5,310001,3
"PB","18-64",22,307741,6,307816,3
"PB","18-64",23,301111,10,301188,1
"PB","18-64",24,295445,4,295529,1
"PB","18-64",25,289580,9,289666,3
"PB","18-64",26,283828,4,283921,1
"PB","18-64",27,279047,4,279139,3
"PB","18-64",28,274702,4,274796,1
"PB","18-64",29,270357,3,270453,0
"PB","18-64",30,267298,5,267402,1
"PB","18-64",31,265160,6,265265,0
"PB","18-64",32,263201,2,263309,1
"PB","18-64",33,261406,5,261511,0
"PB","18-64",34,259559,10,259667,0
"PB","18-64",35,257713,3,257830,1
"PB","18-64",36,255668,2,255790,1
"PB","18-64",37,254221,4,254343,1
"PB","18-64",38,252978,4,253105,0
"PB","18-64",39,252013,0,252142,3
"PB","18-64",40,250804,4,250931,1
"PB","18-64",41,249457,3,249588,0
"PB","18-64",42,248019,1,248153,1
"PB","18-64",43,246589,7,246718,0
"PB","18-64",44,245286,6,245422,2
"PB","18-64",45,244208,1,244345,0
"PB","18-64",46,243128,2,243265,0
"PB","18-64",47,242009,2,242147,0
"PB","18-64",48,240628,3,240767,2
"PB","18-64",49,239076,1,239212,0
"PB","18-64",50,236598,3,236733,3
"PB","18-64",51,234842,6,234974,0
"PB","18-64",52,232874,2,233014,1
"PB","18-64",53,230938,4,231080,1
"PB","18-64",54,225781,3,225926,0
"PB","18-64",55,220596,4,220741,0
"PB","18-64",56,215208,1,215348,1
"PB","18-64",57,202525,1,202657,0
"PB","18-64",58,195018,1,195147,1
"PB","18-64",59,190718,3,190839,1
"PB","18-64",60,186263,3,186378,1
"PB","18-64",61,181345,2,181459,0
"PB","18-64",62,175846,3,175959,0
"PB","18-64",63,169648,2,169760,0
"PB","18-64",64,156957,1,157053,0
"PB","18-64",65,150468,3,150556,1
"PB","18-64",66,145932,0,146013,1
"PB","18-64",67,140329,0,140410,0
"PB","18-64",68,133872,0,133950,0
"PB","18-64",69,127745,2,127813,0
"PB","18-64",70,119636,0,119697,0
"PB","18-64",71,91603,1,91627,0
"PB","18-64",72,82260,1,82275,0
"PB","18-64",73,74954,0,74960,0
"PB","18-64",74,67280,1,67281,0
"PB","18-64",75,60994,0,60994,0
"PB","18-64",76,54898,0,54893,0
"PB","18-64",77,48023,0,48007,0
"PB","18-64",78,36015,0,35982,0
"PB","18-64",79,31366,2,31323,0
"PB","18-64",80,28850,0,28805,1
"PB","18-64",81,26619,0,26570,0
"PB","18-64",82,25009,0,24960,0
"PB","18-64",83,23325,0,23274,1
"PB","18-64",84,21497,0,21442,0
"PB","18-64",85,10895,0,10812,0
"PB","18-64",86,9770,0,9688,0
"PB","18-64",87,9231,1,9148,1
"PB","18-64",88,8874,0,8790,0
"PB","18-64",89,8547,0,8460,0
"PB","18-64",90,8212,0,8124,0
"AZ","65-79",1,172840,9,172840,1
"AZ","65-79",2,136471,7,136473,6
"AZ","65-79",3,111960,17,111961,2
"AZ","65-79",4,95563,13,95578,4
"AZ","65-79",5,83887,5,83912,0
"AZ","65-79",6,75380,7,75412,3
"AZ","65-79",7,68484,5,68520,1
"AZ","65-79",8,62700,5,62741,2
"AZ","65-79",9,58813,2,58859,0
"AZ","65-79",10,56104,4,56148,5
"AZ","65-79",11,54066,1,54110,2
"AZ","65-79",12,52475,6,52514,2
"AZ","65-79",13,51164,2,51204,1
"AZ","65-79",14,50172,2,50215,4
"AZ","65-79",15,49344,3,49385,2
"AZ","65-79",16,48712,3,48757,0
"AZ","65-79",17,48251,2,48300,0
"AZ","65-79",18,47892,0,47939,0
"AZ","65-79",19,47532,2,47585,0
"AZ","65-79",20,47256,2,47313,1
"AZ","65-79",21,47043,1,47100,3
"AZ","65-79",22,46860,2,46912,0
"AZ","65-79",23,46730,1,46782,1
"AZ","65-79",24,46630,2,46680,1
"AZ","65-79",25,46560,1,46610,1
"AZ","65-79",26,46511,0,46562,2
"AZ","65-79",27,46488,1,46537,3
"AZ","65-79",28,46459,3,46505,0
"AZ","65-79",29,46436,1,46483,0
"AZ","65-79",30,46420,2,46468,1
"AZ","65-79",31,46405,1,46453,2
"AZ","65-79",32,46386,1,46431,2
"AZ","65-79",33,46372,0,46414,0
"AZ","65-79",34,46357,1,46399,0
"AZ","65-79",35,46338,0,46385,0
"AZ","65-79",36,46317,0,46362,1
"AZ","65-79",37,46302,1,46349,1
"AZ","65-79",38,46277,0,46324,1
"AZ","65-79",39,46261,0,46308,0
"AZ","65-79",40,46241,1,46287,1
"AZ","65-79",41,46200,0,46246,0
"AZ","65-79",42,46171,1,46218,1
"AZ","65-79",43,45933,0,45973,0
"AZ","65-79",44,45877,2,45920,1
"AZ","65-79",45,45817,0,45856,0
"AZ","65-79",46,45771,3,45812,0
"AZ","65-79",47,45677,0,45719,0
"AZ","65-79",48,45576,1,45619,0
"AZ","65-79",49,45504,0,45546,0
"AZ","65-79",50,45251,0,45291,1
"AZ","65-79",51,45089,0,45122,0
"AZ","65-79",52,44953,0,44982,1
"AZ","65-79",53,44751,0,44777,0
"AZ","65-79",54,44557,0,44580,0
"AZ","65-79",55,44330,0,44349,0
"AZ","65-79",56,44016,0,44031,0
"AZ","65-79",57,43480,0,43493,1
"AZ","65-79",58,43150,0,43157,0
"AZ","65-79",59,42665,0,42668,0
"AZ","65-79",60,42222,0,42224,0
"AZ","65-79",61,41696,0,41695,1
"AZ","65-79",62,40978,0,40977,0
"AZ","65-79",63,39983,0,39975,0
"AZ","65-79",64,37620,0,37605,0
"AZ","65-79",65,36777,0,36754,2
"AZ","65-79",66,35983,0,35958,0
"AZ","65-79",67,35097,0,35073,0
"AZ","65-79",68,34207,0,34174,0
"AZ","65-79",69,33146,0,33104,0
"AZ","65-79",70,31993,1,31932,0
"AZ","65-79",71,27243,0,27154,0
"AZ","65-79",72,25700,0,25610,0
"AZ","65-79",73,24293,1,24193,0
"AZ","65-79",74,22816,0,22710,0
"AZ","65-79",75,21202,0,21086,0
"AZ","65-79",76,19750,0,19622,0
"AZ","65-79",77,17436,0,17293,0
"AZ","65-79",78,9351,0,9158,0
"AZ","65-79",79,8353,0,8153,0
"AZ","65-79",80,7640,0,7438,0
"AZ","65-79",81,7183,0,6976,0
"AZ","65-79",82,6615,0,6403,0
"AZ","65-79",83,5791,0,5576,0
"AZ","65-79",84,5320,0,5096,0
"AZ","65-79",85,2290,0,2042,0
"AZ","65-79",86,1934,0,1682,0
"AZ","65-79",87,1786,0,1532,0
"AZ","65-79",88,1620,0,1362,0
"AZ","65-79",89,1546,1,1287,0
"AZ","65-79",90,1469,0,1210,0
"PB","65-79",1,159492,6,159492,0
"PB","65-79",2,124220,7,124225,2
"PB","65-79",3,101620,6,101629,1
"PB","65-79",4,86861,7,86871,2
"PB","65-79",5,77881,2,77896,1
"PB","65-79",6,72415,7,72432,1
"PB","65-79",7,68397,3,68418,2
"PB","65-79",8,65185,6,65204,3
"PB","65-79",9,63272,5,63293,0
"PB","65-79",10,61837,2,61863,2
"PB","65-79",11,60778,2,60804,0
"PB","65-79",12,59889,1,59915,2
"PB","65-79",13,59166,3,59193,1
"PB","65-79",14,58302,4,58329,2
"PB","65-79",15,57649,4,57677,2
"PB","65-79",16,57095,0,57125,3
"PB","65-79",17,56678,3,56704,2
"PB","65-79",18,56337,2,56362,3
"PB","65-79",19,56037,2,56061,0
"PB","65-79",20,55735,2,55761,2
"PB","65-79",21,55442,1,55468,3
"PB","65-79",22,55112,1,55138,2
"PB","65-79",23,54895,1,54919,1
"PB","65-79",24,54724,2,54750,1
"PB","65-79",25,54569,1,54596,0
"PB","65-79",26,54438,0,54469,0
"PB","65-79",27,54345,0,54377,0
"PB","65-79",28,54273,0,54302,0
"PB","65-79",29,54183,1,54212,0
"PB","65-79",30,54119,1,54145,0
"PB","65-79",31,54044,2,54070,1
"PB","65-79",32,53964,0,53994,1
"PB","65-79",33,53910,0,53944,0
"PB","65-79",34,53878,0,53912,0
"PB","65-79",35,53849,0,53884,1
"PB","65-79",36,53609,1,53644,1
"PB","65-79",37,53576,2,53611,0
"PB","65-79",38,53507,0,53540,1
"PB","65-79",39,53445,1,53478,2
"PB","65-79",40,53414,0,53448,0
"PB","65-79",41,53375,1,53411,0
"PB","65-79",42,53258,1,53295,0
"PB","65-79",43,53159,1,53195,1
"PB","65-79",44,53121,1,53158,0
"PB","65-79",45,53084,0,53120,0
"PB","65-79",46,53037,1,53077,0
"PB","65-79",47,52999,1,53039,1
"PB","65-79",48,52962,0,53004,1
"PB","65-79",49,52896,1,52940,0
"PB","65-79",50,52799,0,52848,0
"PB","65-79",51,52715,0,52767,0
"PB","65-79",52,52614,0,52665,0
"PB","65-79",53,52235,1,52285,0
"PB","65-79",54,52024,0,52072,0
"PB","65-79",55,51701,1,51751,0
"PB","65-79",56,51211,0,51260,0
"PB","65-79",57,50388,0,50434,0
"PB","65-79",58,49569,1,49615,0
"PB","65-79",59,48725,1,48773,1
"PB","65-79",60,48224,0,48270,0
"PB","65-79",61,47732,1,47779,1
"PB","65-79",62,47037,0,47072,0
"PB","65-79",63,46317,0,46352,0
"PB","65-79",64,44972,0,44994,0
"PB","65-79",65,44132,1,44152,0
"PB","65-79",66,43340,0,43355,1
"PB","65-79",67,42374,0,42387,0
"PB","65-79",68,41414,0,41425,1
"PB","65-79",69,40929,2,40939,0
"PB","65-79",70,40152,0,40161,0
"PB","65-79",71,37060,0,37063,0
"PB","65-79",72,35301,0,35301,2
"PB","65-79",73,33514,0,33506,0
"PB","65-79",74,31869,2,31851,0
"PB","65-79",75,29468,0,29437,0
"PB","65-79",76,25855,0,25807,0
"PB","65-79",77,21246,0,21183,0
"PB","65-79",78,13539,0,13445,0
"PB","65-79",79,10213,0,10106,0
"PB","65-79",80,7157,0,7043,0
"PB","65-79",81,5233,0,5113,0
"PB","65-79",82,4322,0,4197,0
"PB","65-79",83,3831,0,3705,0
"PB","65-79",84,2964,0,2830,0
"PB","65-79",85,2206,0,2066,0
"PB","65-79",86,1933,0,1789,0
"PB","65-79",87,1752,1,1607,0
"PB","65-79",88,1671,0,1528,0
"PB","65-79",89,1593,0,1448,0
"PB","65-79",90,1551,0,1406,0
"AZ","80+",1,86353,13,86352,10
"AZ","80+",2,72600,16,72597,3
"AZ","80+",3,61799,8,61808,5
"AZ","80+",4,53099,14,53107,8
"AZ","80+",5,45832,12,45846,4
"AZ","80+",6,39596,9,39611,3
"AZ","80+",7,34101,10,34120,4
"AZ","80+",8,28687,8,28712,2
"AZ","80+",9,24876,8,24910,2
"AZ","80+",10,21706,9,21749,2
"AZ","80+",11,19018,4,19063,3
"AZ","80+",12,16549,6,16595,1
"AZ","80+",13,14438,2,14488,1
"AZ","80+",14,12572,2,12629,1
"AZ","80+",15,10915,4,10973,2
"AZ","80+",16,9715,2,9777,2
"AZ","80+",17,8847,4,8909,1
"AZ","80+",18,8135,2,8206,0
"AZ","80+",19,7618,1,7690,0
"AZ","80+",20,7222,2,7294,2
"AZ","80+",21,6940,0,7015,0
"AZ","80+",22,6682,1,6756,0
"AZ","80+",23,6532,2,6605,2
"AZ","80+",24,6398,1,6469,0
"AZ","80+",25,6316,2,6389,1
"AZ","80+",26,6255,0,6327,2
"AZ","80+",27,6213,1,6285,0
"AZ","80+",28,6184,0,6258,1
"AZ","80+",29,6160,0,6231,0
"AZ","80+",30,6135,0,6208,2
"AZ","80+",31,6120,2,6195,0
"AZ","80+",32,6106,0,6179,0
"AZ","80+",33,6100,0,6175,0
"AZ","80+",34,6095,0,6172,1
"AZ","80+",35,6089,0,6164,0
"AZ","80+",36,6078,2,6154,0
"AZ","80+",37,6066,0,6147,0
"AZ","80+",38,6062,1,6142,1
"AZ","80+",39,6054,2,6134,0
"AZ","80+",40,6050,0,6130,0
"AZ","80+",41,6043,2,6126,0
"AZ","80+",42,6034,0,6122,0
"AZ","80+",43,6030,1,6117,0
"AZ","80+",44,6020,0,6111,0
"AZ","80+",45,6014,0,6103,0
"AZ","80+",46,6001,0,6093,1
"AZ","80+",47,5991,0,6085,0
"AZ","80+",48,5978,0,6077,0
"AZ","80+",49,5960,0,6060,0
"AZ","80+",50,5931,1,6028,0
"AZ","80+",51,5914,1,6012,0
"AZ","80+",52,5895,0,5992,0
"AZ","80+",53,5875,0,5976,0
"AZ","80+",54,5849,1,5953,0
"AZ","80+",55,5792,1,5901,0
"AZ","80+",56,5730,0,5840,0
"AZ","80+",57,5534,0,5641,0
"AZ","80+",58,5425,0,5528,0
"AZ","80+",59,5324,0,5426,0
"AZ","80+",60,5242,0,5339,0
"AZ","80+",61,5156,0,5250,0
"AZ","80+",62,5056,1,5146,0
"AZ","80+",63,4915,1,5003,0
"AZ","80+",64,4627,0,4706,0
"AZ","80+",65,4485,0,4556,0
"AZ","80+",66,4356,1,4424,0
"AZ","80+",67,4227,0,4292,0
"AZ","80+",68,4074,0,4132,0
"AZ","80+",69,3889,0,3942,0
"AZ","80+",70,3657,0,3701,0
"AZ","80+",71,3204,0,3208,0
"AZ","80+",72,2991,0,2988,1
"AZ","80+",73,2841,0,2826,0
"AZ","80+",74,2711,0,2687,0
"AZ","80+",75,2614,0,2585,0
"AZ","80+",76,2484,0,2447,0
"AZ","80+",77,2318,0,2280,0
"AZ","80+",78,1860,0,1809,0
"AZ","80+",79,1742,0,1678,0
"AZ","80+",80,1672,0,1601,0
"AZ","80+",81,1585,0,1513,1
"AZ","80+",82,1506,0,1426,0
"AZ","80+",83,1410,0,1324,0
"AZ","80+",84,1299,0,1212,0
"AZ","80+",85,538,0,415,0
"AZ","80+",86,502,0,380,0
"AZ","80+",87,471,0,347,0
"AZ","80+",88,445,0,320,0
"AZ","80+",89,434,0,307,0
"AZ","80+",90,414,0,286,0
"PB","80+",1,12345,0,12344,0
"PB","80+",2,11116,2,11110,0
"PB","80+",3,10074,4,10067,0
"PB","80+",4,8927,0,8920,0
"PB","80+",5,8030,1,8016,0
"PB","80+",6,7254,1,7240,0
"PB","80+",7,6479,0,6462,2
"PB","80+",8,5728,1,5707,2
"PB","80+",9,5203,2,5182,4
"PB","80+",10,4728,1,4706,2
"PB","80+",11,4379,0,4353,0
"PB","80+",12,4034,1,4006,2
"PB","80+",13,3798,2,3768,2
"PB","80+",14,3567,1,3534,2
"PB","80+",15,3381,0,3345,3
"PB","80+",16,3231,1,3190,2
"PB","80+",17,3097,0,3051,2
"PB","80+",18,2993,0,2943,1
"PB","80+",19,2902,0,2848,3
"PB","80+",20,2824,3,2768,2
"PB","80+",21,2733,2,2679,0
"PB","80+",22,2658,1,2607,0
"PB","80+",23,2597,1,2548,1
"PB","80+",24,2548,0,2501,2
"PB","80+",25,2511,0,2458,1
"PB","80+",26,2474,0,2418,1
"PB","80+",27,2456,0,2394,0
"PB","80+",28,2438,1,2372,3
"PB","80+",29,2418,0,2350,1
"PB","80+",30,2401,0,2329,4
"PB","80+",31,2387,0,2310,3
"PB","80+",32,2373,1,2293,3
"PB","80+",33,2365,0,2281,1
"PB","80+",34,2356,0,2272,1
"PB","80+",35,2351,1,2265,0
"PB","80+",36,2341,0,2256,1
"PB","80+",37,2336,0,2247,2
"PB","80+",38,2329,0,2236,0
"PB","80+",39,2327,1,2235,0
"PB","80+",40,2324,1,2229,0
"PB","80+",41,2317,0,2220,1
"PB","80+",42,2307,0,2209,0
"PB","80+",43,2278,0,2177,2
"PB","80+",44,2270,0,2167,0
"PB","80+",45,2263,1,2158,0
"PB","80+",46,2244,0,2137,2
"PB","80+",47,2224,0,2113,0
"PB","80+",48,2208,1,2093,1
"PB","80+",49,2188,0,2075,1
"PB","80+",50,2131,3,2013,0
"PB","80+",51,2108,0,1989,0
"PB","80+",52,2077,0,1956,0
"PB","80+",53,2063,0,1940,0
"PB","80+",54,2024,0,1902,0
"PB","80+",55,1996,0,1873,0
"PB","80+",56,1936,0,1812,0
"PB","80+",57,1820,0,1693,0
"PB","80+",58,1709,0,1577,0
"PB","80+",59,1659,0,1528,1
"PB","80+",60,1573,0,1436,0
"PB","80+",61,1529,1,1391,0
"PB","80+",62,1478,0,1340,0
"PB","80+",63,1419,1,1277,0
"PB","80+",64,1344,1,1198,0
"PB","80+",65,1247,0,1095,0
"PB","80+",66,1202,0,1049,0
"PB","80+",67,1163,0,1007,0
"PB","80+",68,1128,0,970,0
"PB","80+",69,1105,0,945,0
"PB","80+",70,1043,0,883,0
"PB","80+",71,901,0,737,0
"PB","80+",72,886,0,723,1
"PB","80+",73,875,0,710,0
"PB","80+",74,856,0,692,0
"PB","80+",75,837,0,672,0
"PB","80+",76,809,0,640,0
"PB","80+",77,748,0,578,0
"PB","80+",78,585,0,409,0
"PB","80+",79,530,1,351,0
"PB","80+",80,519,0,342,0
"PB","80+",81,491,0,314,0
"PB","80+",82,489,0,311,0
"PB","80+",83,470,0,289,0
"PB","80+",84,439,0,257,1
"PB","80+",85,362,0,173,0
"PB","80+",86,271,0,80,0
"PB","80+",87,260,0,68,0
"PB","80+",88,253,1,61,0
"PB","80+",89,252,0,60,0
"PB","80+",90,252,0,60,0
